,sec,Volt1,Volt2,Volt3,slope
279,-0.003605,-0.008054398,0.017154836,0.03315896,2.5495841404221037e-18
280,-0.0036,-0.008054398,-0.007949766,0.049895361,2.5495841404221037e-18
281,-0.003595,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
282,-0.00359,-0.008054398,0.008786635,0.049895361,2.5495841404221037e-18
283,-0.003585,0.042154806,-0.007949766,-0.000313843,0.050209204
284,-0.00358,-0.008054398,-0.007949766,-0.017050244,0.050209204
285,-0.003575,-0.008054398,0.025523037,0.03315896,2.5495841404221037e-18
286,-0.00357,0.025418404,0.008786635,-0.017050244,0.03347280199999999
287,-0.003565,-0.058263602,-0.007949766,-0.000313843,0.08368200599999998
288,-0.00356,-0.008054398,-0.007949766,0.049895361,0.050209203999999986
289,-0.003555,-0.008054398,-0.007949766,0.03315896,2.5495841404221037e-18
290,-0.00355,-0.008054398,-0.007949766,0.049895361,2.5495841404221037e-18
291,-0.003545,0.042154806,-0.007949766,-0.017050244,0.050209204
292,-0.00354,0.058891207,-0.007949766,0.049895361,0.016736400999999984
293,-0.003535,-0.008054398,-0.007949766,0.049895361,0.066945605
294,-0.00353,-0.008054398,0.008786635,0.016422559,2.5495841404221037e-18
295,-0.003525,0.042154806,-0.007949766,0.03315896,0.050209204
296,-0.00352,-0.008054398,-0.007949766,-0.017050244,0.050209204
297,-0.003515,-0.008054398,-0.007949766,0.03315896,2.5495841404221037e-18
298,-0.00351,-0.008054398,0.008786635,-0.017050244,2.5495841404221037e-18
299,-0.003505,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
300,-0.0035,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
301,-0.003495,-0.024790799,-0.007949766,0.049895361,0.01673640099999999
302,-0.00349,-0.008054398,0.008786635,0.016422559,0.016736400999999995
303,-0.003485,0.008682003,0.000418435,-0.017050244,0.016736401
304,-0.00348,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
305,-0.003475,0.008682003,-0.007949766,0.049895361,0.016736401
306,-0.00347,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
307,-0.003465,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
308,-0.00346,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
309,-0.003455,0.042154806,0.017154836,-0.017050244,0.050209204
310,-0.00345,-0.008054398,0.025523037,-0.017050244,0.050209204
311,-0.003445,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
312,-0.00344,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
313,-0.003435,-0.008054398,0.000418435,0.049895361,2.5495841404221037e-18
314,-0.00343,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
315,-0.003425,-0.058263602,-0.007949766,-0.000313843,0.05020920399999998
316,-0.00342,-0.008054398,-0.007949766,0.049895361,0.050209203999999986
317,-0.003415,-0.008054398,0.025523037,-0.000313843,2.5495841404221037e-18
318,-0.00341,-0.008054398,-0.007949766,0.016422559,2.5495841404221037e-18
319,-0.003405,0.008682003,0.025523037,-0.000313843,0.016736401
320,-0.0034,0.058891207,0.025523037,0.049895361,0.050209203999999986
321,-0.003395,0.008682003,-0.007949766,-0.017050244,0.050209204
322,-0.00339,0.025418404,-0.007949766,-0.017050244,0.01673640099999999
323,-0.003385,0.058891207,0.000418435,-0.017050244,0.033472802999999995
324,-0.00338,0.058891207,-0.007949766,0.049895361,2.645148375999047e-18
325,-0.003375,0.008682003,-0.007949766,-0.017050244,0.050209204
326,-0.00337,0.025418405,0.008786635,0.016422559,0.016736401999999997
327,-0.003365,0.042154806,-0.007949766,0.049895361,0.016736400999999995
328,-0.00336,-0.008054398,-0.007949766,-0.017050244,0.050209204
329,-0.003355,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
330,-0.00335,0.025418405,-0.007949766,0.016422559,0.033472802999999995
331,-0.003345,0.042154806,0.000418435,-0.017050244,0.016736400999999995
332,-0.00334,0.058891207,-0.007949766,0.049895361,0.016736400999999984
333,-0.003335,-0.008054398,0.000418435,-0.017050244,0.066945605
334,-0.00333,-0.008054398,0.008786635,0.049895361,2.5495841404221037e-18
335,-0.003325,0.008682003,-0.007949766,-0.000313843,0.016736401
336,-0.00332,-0.008054398,0.025523037,-0.017050244,0.016736400999999998
337,-0.003315,-0.008054398,0.017154836,-0.000313843,2.5495841404221037e-18
338,-0.00331,-0.008054398,0.008786635,-0.017050244,2.5495841404221037e-18
339,-0.003305,-0.058263602,0.017154836,-0.017050244,0.05020920399999998
340,-0.0033,0.058891207,0.025523037,-0.017050244,0.11715480899999997
341,-0.003295,-0.008054398,-0.007949766,-0.017050244,0.066945605
342,-0.00329,-0.008054398,0.025523037,0.016422559,2.5495841404221037e-18
343,-0.003285,0.008682003,0.000418435,0.03315896,0.016736401
344,-0.00328,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
345,-0.003275,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
346,-0.00327,0.025418404,-0.007949766,0.016422559,0.03347280199999999
347,-0.003265,0.042154806,-0.007949766,-0.017050244,0.016736401999999997
348,-0.00326,0.058891207,-0.007949766,-0.017050244,0.016736400999999984
349,-0.003255,0.042154806,0.017154836,-0.017050244,0.016736401
350,-0.00325,0.025418405,0.008786635,-0.017050244,0.016736400999999998
351,-0.003245,0.008682003,0.025523037,-0.017050244,0.016736402
352,-0.00324,3.004497826,-0.007949766,-0.017050244,2.9958158229999996
353,-0.003235,3.004497826,-0.007949766,-0.000313843,4.414102430973347e-16
354,-0.00323,3.037970629,0.025523037,0.016422559,0.03347280299999993
355,-0.003225,3.004497826,-0.007949766,-0.017050244,0.03347280300000015
356,-0.00322,3.071443431,-0.007949766,0.049895361,0.06694560499999953
357,-0.003215,3.004497826,0.017154836,-0.017050244,0.06694560500000052
358,-0.00321,2.971025024,-0.007949766,0.049895361,0.033472802000000614
359,-0.003205,2.954288622,-0.007949766,0.03315896,0.01673640199999983
360,-0.0032,3.004497826,-0.007949766,-0.017050244,0.05020920399999993
361,-0.003195,3.004497826,-0.007949766,0.049895361,4.414102430973347e-16
362,-0.00319,3.037970629,0.008786635,0.016422559,0.03347280299999993
363,-0.003185,3.021234227,0.025523037,0.03315896,0.016736402000000636
364,-0.00318,3.004497826,-0.007949766,-0.017050244,0.016736400999999644
365,-0.003175,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
366,-0.00317,3.004497826,-0.024686167,0.049895361,4.414102430973347e-16
367,-0.003165,3.004497826,0.017154836,0.049895361,4.414102430973347e-16
368,-0.00316,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
369,-0.003155,2.954288622,0.017154836,-0.017050244,0.050209204000000195
370,-0.00315,3.004497826,-0.007949766,0.049895361,0.05020920399999993
371,-0.003145,2.987761425,-0.007949766,0.049895361,0.01673640100000053
372,-0.00314,3.004497826,-0.007949766,0.049895361,0.01673640099999952
373,-0.003135,3.004497826,0.000418435,0.03315896,4.414102430973347e-16
374,-0.00313,3.004497826,-0.007949766,0.016422559,4.414102430973347e-16
