,sec,Volt1,Volt2,Volt3,slope
0,-0.005,-0.008054398,0.025523037,-0.017050244,
1,-0.004995,-0.024790799,-0.007949766,-0.017050244,0.01673640099999999
2,-0.00499,0.025418404,-0.007949766,-0.017050244,0.05020920299999998
3,-0.004985,0.058891207,-0.007949766,-0.017050244,0.033472802999999995
4,-0.00498,-0.008054398,-0.007949766,0.049895361,0.066945605
5,-0.004975,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
6,-0.00497,0.025418404,0.008786635,-0.017050244,0.03347280199999999
7,-0.004965,0.042154806,-0.007949766,-0.000313843,0.016736401999999997
8,-0.00496,0.058891207,-0.007949766,0.049895361,0.016736400999999984
9,-0.004955,0.042154806,0.000418435,-0.017050244,0.016736401
10,-0.00495,-0.008054398,0.008786635,0.016422559,0.050209204
11,-0.004945,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
12,-0.00494,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
13,-0.004935,-0.008054398,0.017154836,0.049895361,2.5495841404221037e-18
14,-0.00493,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
15,-0.004925,1.84968614,-0.007949766,0.049895361,1.8577405379999994
16,-0.00492,3.004497826,-0.007949766,0.049895361,1.1548116859999995
17,-0.004915,3.004497826,0.000418435,-0.000313843,4.414102430973347e-16
18,-0.00491,3.004497826,0.008786635,0.049895361,4.414102430973347e-16
19,-0.004905,3.004497826,0.025523037,0.03315896,4.414102430973347e-16
20,-0.0049,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
21,-0.004895,2.954288622,0.000418435,0.03315896,0.050209204000000195
22,-0.00489,2.971025024,0.008786635,-0.017050244,0.016736401999999755
23,-0.004885,3.004497826,0.025523037,0.03315896,0.03347280199999993
24,-0.00488,3.004497826,0.025523037,0.049895361,4.414102430973347e-16
25,-0.004875,3.004497826,-0.007949766,0.049895361,4.414102430973347e-16
26,-0.00487,2.971025024,0.008786635,0.016422559,0.033472802000000614
27,-0.004865,3.004497826,0.025523037,0.03315896,0.03347280199999993
28,-0.00486,3.004497826,0.025523037,0.049895361,4.414102430973347e-16
29,-0.004855,3.004497826,0.017154836,-0.000313843,4.414102430973347e-16
30,-0.00485,3.004497826,0.008786635,0.049895361,4.414102430973347e-16
31,-0.004845,3.021234227,0.025523037,-0.017050244,0.016736400999999516
32,-0.00484,3.004497826,-0.007949766,-0.017050244,0.016736400999999644
33,-0.004835,3.05470703,0.000418435,0.049895361,0.05020920399999989
34,-0.00483,3.004497826,0.025523037,0.016422559,0.05020920400000011
35,-0.004825,3.037970629,-0.007949766,0.03315896,0.03347280299999993
36,-0.00482,3.004497826,-0.007949766,-0.017050244,0.03347280300000015
37,-0.004815,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
38,-0.00481,3.037970629,-0.007949766,-0.017050244,0.03347280299999993
39,-0.004805,3.004497826,0.025523037,-0.017050244,0.03347280300000015
40,-0.0048,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
41,-0.004795,3.004497826,-0.007949766,0.049895361,4.414102430973347e-16
42,-0.00479,3.004497826,0.008786635,0.016422559,4.414102430973347e-16
43,-0.004785,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
44,-0.00478,3.004497826,-0.007949766,0.049895361,4.414102430973347e-16
45,-0.004775,3.004497826,0.000418435,0.03315896,4.414102430973347e-16
46,-0.00477,-0.0415272,0.008786635,0.049895361,3.046025026
47,-0.004765,-0.008054398,0.000418435,0.03315896,0.033472801999999996
48,-0.00476,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
49,-0.004755,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
50,-0.00475,-0.0415272,-0.007949766,0.016422559,0.03347280199999999
51,-0.004745,-0.008054398,-0.007949766,-0.017050244,0.033472801999999996
52,-0.00474,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
53,-0.004735,-0.008054398,-0.007949766,0.049895361,2.5495841404221037e-18
54,-0.00473,-0.008054398,0.008786635,-0.017050244,2.5495841404221037e-18
55,-0.004725,-0.008054398,-0.007949766,0.03315896,2.5495841404221037e-18
56,-0.00472,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
57,-0.004715,0.042154806,-0.007949766,-0.000313843,0.050209204
58,-0.00471,0.025418404,-0.007949766,-0.017050244,0.016736402000000008
59,-0.004705,0.042154806,-0.007949766,0.03315896,0.016736401999999997
60,-0.0047,-0.008054398,-0.007949766,-0.017050244,0.050209204
61,-0.004695,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
62,-0.00469,-0.008054398,0.008786635,0.016422559,2.5495841404221037e-18
63,-0.004685,0.008682003,-0.007949766,0.03315896,0.016736401
64,-0.00468,-0.008054398,0.025523037,0.049895361,0.016736400999999998
65,-0.004675,-0.008054398,-0.007949766,0.03315896,2.5495841404221037e-18
66,-0.00467,0.025418404,0.008786635,-0.017050244,0.03347280199999999
67,-0.004665,-0.008054398,0.000418435,0.03315896,0.033472801999999996
68,-0.00466,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
69,-0.004655,0.042154806,0.017154836,0.03315896,0.050209204
70,-0.00465,-0.008054398,0.008786635,-0.017050244,0.050209204
71,-0.004645,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
72,-0.00464,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
73,-0.004635,-0.008054398,0.017154836,-0.000313843,2.5495841404221037e-18
74,-0.00463,0.025418404,0.008786635,-0.017050244,0.03347280199999999
75,-0.004625,0.058891207,-0.007949766,-0.017050244,0.033472802999999995
76,-0.00462,3.004497826,-0.007949766,-0.017050244,2.9456066189999994
77,-0.004615,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
78,-0.00461,2.971025024,0.025523037,0.016422559,0.033472802000000614
79,-0.004605,3.004497826,-0.007949766,-0.017050244,0.03347280199999993
80,-0.0046,3.071443431,-0.007949766,0.049895361,0.06694560499999953
81,-0.004595,3.05470703,0.017154836,-0.000313843,0.01673640100000063
82,-0.00459,3.004497826,0.008786635,-0.017050244,0.05020920400000011
83,-0.004585,3.004497826,0.000418435,-0.000313843,4.414102430973347e-16
84,-0.00458,3.071443431,-0.007949766,-0.017050244,0.06694560499999953
85,-0.004575,3.004497826,-0.007949766,-0.017050244,0.06694560500000052
86,-0.00457,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
87,-0.004565,3.004497826,0.000418435,-0.000313843,4.414102430973347e-16
88,-0.00456,2.937552221,-0.007949766,-0.017050244,0.06694560500000055
89,-0.004555,2.987761425,-0.007949766,0.03315896,0.05020920399999936
90,-0.00455,3.004497826,0.008786635,0.016422559,0.01673640099999952
91,-0.004545,3.004497826,0.017154836,0.03315896,4.414102430973347e-16
92,-0.00454,3.004497826,0.025523037,-0.017050244,4.414102430973347e-16
93,-0.004535,2.987761425,-0.007949766,-0.000313843,0.01673640100000053
94,-0.00453,3.004497826,0.008786635,0.049895361,0.01673640099999952
95,-0.004525,2.954288622,0.025523037,-0.000313843,0.050209204000000195
96,-0.00452,3.004497826,-0.007949766,-0.017050244,0.05020920399999993
97,-0.004515,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
98,-0.00451,3.004497826,0.025523037,0.049895361,4.414102430973347e-16
99,-0.004505,2.987761425,-0.007949766,0.049895361,0.01673640100000053
100,-0.0045,3.004497826,-0.007949766,-0.017050244,0.01673640099999952
101,-0.004495,3.004497826,-0.007949766,-0.000313843,4.414102430973347e-16
102,-0.00449,3.037970629,-0.007949766,-0.017050244,0.03347280299999993
103,-0.004485,2.954288622,-0.007949766,0.049895361,0.08368200700000061
104,-0.00448,3.004497826,-0.007949766,-0.017050244,0.05020920399999993
105,-0.004475,3.004497826,-0.016317966,0.03315896,4.414102430973347e-16
106,-0.00447,-0.0415272,-0.007949766,0.016422559,3.046025026
107,-0.004465,-0.008054398,0.000418435,-0.017050244,0.033472801999999996
108,-0.00446,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
109,-0.004455,0.042154806,-0.007949766,-0.017050244,0.050209204
110,-0.00445,-0.008054398,-0.007949766,-0.017050244,0.050209204
111,-0.004445,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
112,-0.00444,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
113,-0.004435,-0.008054398,0.008786635,-0.017050244,2.5495841404221037e-18
114,-0.00443,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
115,-0.004425,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
116,-0.00442,-0.075000003,-0.007949766,-0.017050244,0.06694560499999998
117,-0.004415,-0.008054398,-0.007949766,-0.017050244,0.06694560499999999
118,-0.00441,0.025418404,-0.007949766,0.016422559,0.03347280199999999
119,-0.004405,-0.008054398,-0.007949766,-0.000313843,0.033472801999999996
120,-0.0044,-0.008054398,0.025523037,0.049895361,2.5495841404221037e-18
121,-0.004395,0.058891207,-0.007949766,-0.017050244,0.06694560499999999
122,-0.00439,-0.008054398,0.008786635,0.016422559,0.066945605
123,-0.004385,0.008682003,-0.007949766,0.03315896,0.016736401
124,-0.00438,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
125,-0.004375,0.008682003,-0.007949766,-0.017050244,0.016736401
126,-0.00437,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
127,-0.004365,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
128,-0.00436,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
129,-0.004355,-0.008054398,0.025523037,0.03315896,2.5495841404221037e-18
130,-0.00435,-0.008054398,0.008786635,0.016422559,2.5495841404221037e-18
131,-0.004345,-0.008054398,0.025523037,0.03315896,2.5495841404221037e-18
132,-0.00434,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
133,-0.004335,-0.008054398,-0.007949766,0.03315896,2.5495841404221037e-18
134,-0.00433,0.025418405,-0.007949766,0.049895361,0.033472802999999995
135,-0.004325,0.058891207,-0.007949766,0.03315896,0.03347280199999998
136,-0.00432,3.004497826,-0.007949766,0.049895361,2.9456066189999994
137,-0.004315,3.05470703,0.000418435,-0.017050244,0.05020920399999989
138,-0.00431,3.004497826,-0.007949766,0.049895361,0.05020920400000011
139,-0.004305,3.05470703,-0.007949766,-0.017050244,0.05020920399999989
140,-0.0043,3.004497826,-0.007949766,0.049895361,0.05020920400000011
141,-0.004295,3.05470703,-0.007949766,-0.017050244,0.05020920399999989
142,-0.00429,3.037970629,0.008786635,-0.017050244,0.016736401000000182
143,-0.004285,3.021234227,-0.007949766,-0.017050244,0.016736402000000636
144,-0.00428,3.004497826,-0.007949766,0.049895361,0.016736400999999644
145,-0.004275,3.004497826,0.000418435,-0.000313843,4.414102430973347e-16
146,-0.00427,2.971025024,0.008786635,-0.017050244,0.033472802000000614
147,-0.004265,3.004497826,0.000418435,-0.017050244,0.03347280199999993
148,-0.00426,3.071443431,0.025523037,0.049895361,0.06694560499999953
149,-0.004255,3.004497826,-0.007949766,-0.000313843,0.06694560500000052
150,-0.00425,3.004497826,0.008786635,-0.017050244,4.414102430973347e-16
151,-0.004245,3.004497826,0.025523037,-0.000313843,4.414102430973347e-16
152,-0.00424,3.004497826,0.025523037,0.049895361,4.414102430973347e-16
153,-0.004235,3.004497826,-0.007949766,-0.000313843,4.414102430973347e-16
154,-0.00423,3.004497826,-0.007949766,0.016422559,4.414102430973347e-16
155,-0.004225,3.004497826,-0.007949766,-0.017050244,4.414102430973347e-16
156,-0.00422,3.071443431,-0.007949766,-0.017050244,0.06694560499999953
157,-0.004215,2.987761425,0.017154836,0.049895361,0.0836820060000006
158,-0.00421,3.004497826,-0.007949766,0.049895361,0.01673640099999952
159,-0.004205,3.004497826,-0.007949766,-0.000313843,4.414102430973347e-16
160,-0.0042,3.071443431,-0.007949766,-0.017050244,0.06694560499999953
161,-0.004195,3.004497826,0.025523037,0.03315896,0.06694560500000052
162,-0.00419,3.037970629,0.008786635,0.016422559,0.03347280299999993
163,-0.004185,3.004497826,0.017154836,-0.000313843,0.03347280300000015
164,-0.00418,3.004497826,0.025523037,-0.017050244,4.414102430973347e-16
165,-0.004175,3.004497826,0.000418435,0.03315896,4.414102430973347e-16
166,-0.00417,-0.008054398,0.008786635,0.016422559,3.012552224
167,-0.004165,-0.058263602,0.017154836,0.049895361,0.05020920399999998
168,-0.00416,-0.008054398,0.025523037,-0.017050244,0.050209203999999986
169,-0.004155,0.042154806,-0.007949766,-0.017050244,0.050209204
170,-0.00415,-0.008054398,-0.007949766,0.016422559,0.050209204
171,-0.004145,-0.008054398,0.000418435,0.016422559,2.5495841404221037e-18
172,-0.00414,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
173,-0.004135,0.042154806,-0.007949766,0.049895361,0.050209204
174,-0.00413,-0.008054398,0.008786635,-0.017050244,0.050209204
175,-0.004125,0.008682003,0.025523037,0.049895361,0.016736401
176,-0.00412,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
177,-0.004115,0.042154806,0.025523037,-0.017050244,0.050209204
178,-0.00411,-0.041527201,0.008786635,0.016422559,0.08368200699999999
179,-0.004105,0.042154806,-0.007949766,-0.017050244,0.083682007
180,-0.0041,0.058891207,-0.007949766,-0.017050244,0.016736400999999984
181,-0.004095,-0.008054398,-0.007949766,-0.000313843,0.066945605
182,-0.00409,0.025418405,0.008786635,0.016422559,0.033472802999999995
183,-0.004085,-0.008054398,0.025523037,-0.000313843,0.033472802999999995
184,-0.00408,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
185,-0.004075,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
186,-0.00407,-0.0415272,-0.007949766,-0.017050244,0.03347280199999999
187,-0.004065,-0.008054398,0.025523037,-0.017050244,0.033472801999999996
188,-0.00406,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
189,-0.004055,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
190,-0.00405,0.058891207,-0.007949766,-0.017050244,0.06694560499999999
191,-0.004045,-0.008054398,0.017154836,-0.000313843,0.066945605
192,-0.00404,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
193,-0.004035,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
194,-0.00403,-0.008054398,0.008786635,-0.017050244,2.5495841404221037e-18
195,-0.004025,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
196,-0.00402,-0.008054398,0.025523037,0.049895361,2.5495841404221037e-18
197,-0.004015,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
198,-0.00401,-0.008054398,-0.007949766,0.016422559,2.5495841404221037e-18
199,-0.004005,-0.008054398,0.017154836,-0.000313843,2.5495841404221037e-18
200,-0.004,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
201,-0.003995,0.008682003,-0.007949766,-0.000313843,0.016736401
202,-0.00399,-0.008054398,-0.007949766,0.016422559,0.016736400999999998
203,-0.003985,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
204,-0.00398,-0.008054398,-0.007949766,0.049895361,2.5495841404221037e-18
205,-0.003975,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
206,-0.00397,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
207,-0.003965,0.042154806,0.000418435,-0.017050244,0.050209204
208,-0.00396,-0.008054398,-0.007949766,-0.017050244,0.050209204
209,-0.003955,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
210,-0.00395,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
211,-0.003945,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
212,-0.00394,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
213,-0.003935,-0.008054398,0.000418435,-0.000313843,2.5495841404221037e-18
214,-0.00393,0.025418404,-0.007949766,-0.017050244,0.03347280199999999
215,-0.003925,0.058891207,-0.007949766,-0.000313843,0.033472802999999995
216,-0.00392,0.058891207,-0.007949766,-0.017050244,2.645148375999047e-18
217,-0.003915,0.008682003,-0.007949766,-0.017050244,0.050209204
218,-0.00391,0.025418404,-0.007949766,-0.017050244,0.01673640099999999
219,-0.003905,0.042154806,-0.007949766,-0.000313843,0.016736401999999997
220,-0.0039,-0.008054398,-0.007949766,-0.017050244,0.050209204
221,-0.003895,-0.008054398,-0.007949766,-0.000313843,2.5495841404221037e-18
222,-0.00389,-0.008054398,-0.007949766,0.016422559,2.5495841404221037e-18
223,-0.003885,0.008682003,0.000418435,0.016422559,0.016736401
224,-0.00388,0.058891207,0.025523037,-0.017050244,0.050209203999999986
225,-0.003875,0.042154806,-0.007949766,0.03315896,0.016736401
226,-0.00387,0.025418405,-0.007949766,-0.017050244,0.016736400999999998
227,-0.003865,0.058891207,-0.007949766,-0.017050244,0.03347280199999998
228,-0.00386,-0.008054398,-0.007949766,-0.017050244,0.066945605
229,-0.003855,-0.058263602,0.025523037,-0.000313843,0.05020920399999998
230,-0.00385,0.025418405,-0.007949766,0.016422559,0.083682007
231,-0.003845,0.008682003,0.000418435,-0.017050244,0.016736402
232,-0.00384,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
233,-0.003835,-0.008054398,-0.007949766,0.049895361,2.5495841404221037e-18
234,-0.00383,-0.008054398,0.008786635,-0.017050244,2.5495841404221037e-18
235,-0.003825,0.058891207,-0.007949766,-0.017050244,0.06694560499999999
236,-0.00382,0.058891207,-0.007949766,-0.017050244,2.645148375999047e-18
237,-0.003815,-0.008054398,-0.016317966,-0.000313843,0.066945605
238,-0.00381,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
239,-0.003805,-0.024790799,-0.007949766,-0.017050244,0.01673640099999999
240,-0.0038,-0.008054398,0.025523037,-0.017050244,0.016736400999999995
241,-0.003795,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
242,-0.00379,0.025418404,-0.007949766,0.016422559,0.03347280199999999
243,-0.003785,-0.008054398,-0.007949766,-0.017050244,0.033472801999999996
244,-0.00378,-0.008054398,-0.007949766,0.049895361,2.5495841404221037e-18
245,-0.003775,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
246,-0.00377,-0.008054398,0.008786635,0.016422559,2.5495841404221037e-18
247,-0.003765,0.058891207,-0.007949766,0.03315896,0.06694560499999999
248,-0.00376,-0.008054398,0.025523037,-0.017050244,0.066945605
249,-0.003755,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
250,-0.00375,-0.008054398,-0.007949766,0.016422559,2.5495841404221037e-18
251,-0.003745,-0.008054398,-0.007949766,0.03315896,2.5495841404221037e-18
252,-0.00374,-0.008054398,0.025523037,-0.017050244,2.5495841404221037e-18
253,-0.003735,0.008682003,0.017154836,-0.017050244,0.016736401
254,-0.00373,-0.008054398,-0.007949766,-0.017050244,0.016736400999999998
255,-0.003725,0.042154806,0.017154836,-0.000313843,0.050209204
256,-0.00372,-0.008054398,-0.007949766,0.049895361,0.050209204
257,-0.003715,0.008682003,-0.033054368,-0.017050244,0.016736401
258,-0.00371,-0.008054398,0.008786635,0.016422559,0.016736400999999998
259,-0.003705,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
260,-0.0037,0.058891207,-0.007949766,0.049895361,0.06694560499999999
261,-0.003695,0.008682003,-0.007949766,-0.017050244,0.050209204
262,-0.00369,0.025418405,-0.007949766,0.016422559,0.016736401999999997
263,-0.003685,-0.008054398,-0.007949766,-0.017050244,0.033472802999999995
264,-0.00368,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
265,-0.003675,-0.008054398,-0.007949766,0.049895361,2.5495841404221037e-18
266,-0.00367,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
267,-0.003665,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
268,-0.00366,-0.008054398,-0.007949766,-0.017050244,2.5495841404221037e-18
269,-0.003655,-0.008054398,0.000418435,-0.017050244,2.5495841404221037e-18
270,-0.00365,-0.0415272,0.008786635,0.016422559,0.03347280199999999
271,-0.003645,0.042154806,-0.007949766,0.03315896,0.083682006
272,-0.00364,-0.008054398,-0.007949766,0.049895361,0.050209204
273,-0.003635,0.042154806,-0.007949766,-0.017050244,0.050209204
274,-0.00363,-0.008054398,0.008786635,0.049895361,0.050209204
275,-0.003625,0.008682003,0.017154836,-0.017050244,0.016736401
276,-0.00362,-0.008054398,-0.007949766,0.049895361,0.016736400999999998
277,-0.003615,0.008682003,0.017154836,-0.017050244,0.016736401
278,-0.00361,-0.008054398,0.008786635,-0.017050244,0.016736400999999998
